claim_id	source	line_range	claim_type	claim_text	normalized_requirement	superseded_by	implementation	production_caller	tests	failure_path	rules	status	confidence	notes
E002312	docs/v13/v13.0-2026-07-06-grill-with-docs-push-templates-audit.md	115	completion_claim	| `ReviewSignal` | 盘后 / 1次/日 / 可发 / false | `Important` / `86400` / 默认 / false | ✅ | — |	| `ReviewSignal` | 盘后 / 1次/日 / 可发 / false | `Important` / `86400` / 默认 / false | ✅ | — |		src/bin/monitor/main.rs:4346;src/bin/monitor/main.rs:6766;src/bin/monitor/main.rs:7348;src/bin/monitor/main.rs:7464	src/bin/monitor/main.rs:4346;src/bin/monitor/main.rs:6766;src/bin/monitor/main.rs:7348;src/bin/monitor/main.rs:7464	src/bin/monitor/main.rs:4346;src/bin/monitor/main.rs:6766;src/bin/monitor/main.rs:7348;src/bin/monitor/main.rs:7464	src/data_provider/announcement.rs:256		partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E002313	docs/v13/v13.0-2026-07-06-grill-with-docs-push-templates-audit.md	116	completion_claim	| `ReviewFailure` | 盘后 / 1次/日 / 可发 / false | `Important` / `86400` / 默认 / false | ✅ | — |	| `ReviewFailure` | 盘后 / 1次/日 / 可发 / false | `Important` / `86400` / 默认 / false | ✅ | — |		src/bin/monitor/main.rs:5916;src/bin/monitor/notify.rs:90;src/bin/monitor/main.rs:7348;src/bin/monitor/main.rs:7464	src/bin/monitor/main.rs:5916;src/bin/monitor/notify.rs:90;src/bin/monitor/main.rs:7348;src/bin/monitor/main.rs:7464	src/bin/monitor/main.rs:5916;src/bin/monitor/notify.rs:90;src/bin/monitor/main.rs:7348;src/bin/monitor/main.rs:7464	src/bin/monitor/notify.rs:438;src/data_provider/announcement.rs:256		partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E002314	docs/v13/v13.0-2026-07-06-grill-with-docs-push-templates-audit.md	117	completion_claim	| `TomorrowWatch` | 盘后 / 1次/日 / 可发 / false | `Important` / `86400` / 默认 / false | ✅ | — |	| `TomorrowWatch` | 盘后 / 1次/日 / 可发 / false | `Important` / `86400` / 默认 / false | ✅ | — |		src/bin/monitor/main.rs:5702;src/bin/monitor/main.rs:10476;src/bin/monitor/main.rs:7348;src/bin/monitor/main.rs:7464	src/bin/monitor/main.rs:5702;src/bin/monitor/main.rs:10476;src/bin/monitor/main.rs:7348;src/bin/monitor/main.rs:7464	src/bin/monitor/main.rs:5702;src/bin/monitor/main.rs:10476;src/bin/monitor/main.rs:7348;src/bin/monitor/main.rs:7464	src/data_provider/announcement.rs:256		partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E002315	docs/v13/v13.0-2026-07-06-grill-with-docs-push-templates-audit.md	118	completion_claim	| `EventCalendar` | 盘后 / 1次/日 / 可发 / false | `Important` / `86400` / 默认 / false | ✅ | — |	| `EventCalendar` | 盘后 / 1次/日 / 可发 / false | `Important` / `86400` / 默认 / false | ✅ | — |		src/bin/monitor/main.rs:3776;src/bin/monitor/main.rs:5854;src/bin/monitor/main.rs:7348;src/bin/monitor/main.rs:7464	src/bin/monitor/main.rs:3776;src/bin/monitor/main.rs:5854;src/bin/monitor/main.rs:7348;src/bin/monitor/main.rs:7464	src/bin/monitor/main.rs:3776;src/bin/monitor/main.rs:5854;src/bin/monitor/main.rs:7348;src/bin/monitor/main.rs:7464	src/data_provider/announcement.rs:256		partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E002316	docs/v13/v13.0-2026-07-06-grill-with-docs-push-templates-audit.md	119	bug	| `CatalystReview` | ⚡(盘后) / 1次/日 / 可发 / false | 缺 | ❌ 整条缺失 | 新增 enum + 治理 |	| `CatalystReview` | ⚡(盘后) / 1次/日 / 可发 / false | 缺 | ❌ 整条缺失 | 新增 enum + 治理 |		src/bin/monitor/main.rs:6788;src/bin/monitor/notify.rs:109	src/bin/monitor/main.rs:6788;src/bin/monitor/notify.rs:109	src/bin/monitor/main.rs:6788;src/bin/monitor/notify.rs:109		2.2	partial	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E002317	docs/v13/v13.0-2026-07-06-grill-with-docs-push-templates-audit.md	120	feature	| `CloseCall` (T-12) | spec §14.5 表未列 | `Important` / `86400` / 默认 / false | ⚠️ spec 表漏登记 | spec §14.5 补行 |	| `CloseCall` (T-12) | spec §14.5 表未列 | `Important` / `86400` / 默认 / false | ⚠️ spec 表漏登记 | spec §14.5 补行 |		src/bin/monitor/notify.rs:81;src/bin/monitor/notify.rs:255;src/bin/monitor/main.rs:7348;src/bin/monitor/main.rs:7464	src/bin/monitor/notify.rs:81;src/bin/monitor/notify.rs:255;src/bin/monitor/main.rs:7348;src/bin/monitor/main.rs:7464	src/bin/monitor/notify.rs:81;src/bin/monitor/notify.rs:255;src/bin/monitor/main.rs:7348;src/bin/monitor/main.rs:7464	src/data_provider/announcement.rs:256	2.9	partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E002318	docs/v13/v13.0-2026-07-06-grill-with-docs-push-templates-audit.md	121	feature	| `CandidateBoard` (T-08) | spec §14.5 表未列 | `Important` / 默认 `1800` / 默认 / false | ⚠️ spec 表漏登记 | spec §14.5 补行 或归档 |	| `CandidateBoard` (T-08) | spec §14.5 表未列 | `Important` / 默认 `1800` / 默认 / false | ⚠️ spec 表漏登记 | spec §14.5 补行 或归档 |		src/bin/monitor/main.rs:7092;src/bin/monitor/main.rs:7570;src/bin/monitor/main.rs:7348;src/bin/monitor/main.rs:7464;candidate:src/monitor/alert_log.rs,src/push_l7/analytics.rs,src/opportunity/candidate_panel.rs	src/bin/monitor/main.rs:7092;src/bin/monitor/main.rs:7570;src/bin/monitor/main.rs:7348;src/bin/monitor/main.rs:7464	src/bin/monitor/main.rs:7092;src/bin/monitor/main.rs:7570;src/bin/monitor/main.rs:7348;src/bin/monitor/main.rs:7464	src/data_provider/announcement.rs:256	2.7,2.9	partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E002319	docs/v13/v13.0-2026-07-06-grill-with-docs-push-templates-audit.md	122	feature	| `NewsRanked` | spec §14.5 表未列 | `Important` / 默认 `1800` / 默认 / false | ⚠️ spec 表漏登记 | spec §14.5 补行 或归档 |	| `NewsRanked` | spec §14.5 表未列 | `Important` / 默认 `1800` / 默认 / false | ⚠️ spec 表漏登记 | spec §14.5 补行 或归档 |		src/bin/monitor/main.rs:7340;src/bin/monitor/main.rs:7450;src/bin/monitor/main.rs:7348;src/bin/monitor/main.rs:7464;candidate:src/monitor/alert_log.rs,src/push_l7/analytics.rs,src/monitor/news_monitor.rs	src/bin/monitor/main.rs:7340;src/bin/monitor/main.rs:7450;src/bin/monitor/main.rs:7348;src/bin/monitor/main.rs:7464	src/bin/monitor/main.rs:7340;src/bin/monitor/main.rs:7450;src/bin/monitor/main.rs:7348;src/bin/monitor/main.rs:7464	src/data_provider/announcement.rs:256	2.7,2.9	partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E002320	docs/v13/v13.0-2026-07-06-grill-with-docs-push-templates-audit.md	123	feature	| 11 v11 降级 enum | spec §14.5 表不收 | `Info` / 各种 / 默认 / false | ⚠️ spec 表漏登记 | spec §14.5 注明"v11 旧 enum 仅保留兼容，新代码不直接调用" |	| 11 v11 降级 enum | spec §14.5 表不收 | `Info` / 各种 / 默认 / false | ⚠️ spec 表漏登记 | spec §14.5 注明"v11 旧 enum 仅保留兼容，新代码不直接调用" |						2.9	unverifiable	low	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E002321	docs/v13/v13.0-2026-07-06-grill-with-docs-push-templates-audit.md	128	feature	- ❌ **盘后 R 系列与 spec 模板不符**：R 系列在 spec 模板中**无 banner 占位符**，但代码要求 banner	❌ **盘后 R 系列与 spec 模板不符**：R 系列在 spec 模板中**无 banner 占位符**，但代码要求 banner						2.9	unresolved	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E002322	docs/v13/v13.0-2026-07-06-grill-with-docs-push-templates-audit.md	136	feature	| 模板 | 风格项 | spec 要求 | 现状 | 修复方向 |	| 模板 | 风格项 | spec 要求 | 现状 | 修复方向 |						2.9	unverifiable	low	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E002323	docs/v13/v13.0-2026-07-06-grill-with-docs-push-templates-audit.md	138	completion_claim	| 全局 | HH:MM 时间戳 | `（HH:MM）` 中文全角括号 | ✅ 全部一致 | — |	| 全局 | HH:MM 时间戳 | `（HH:MM）` 中文全角括号 | ✅ 全部一致 | — |							unverifiable	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:absence is not contradiction
E002324	docs/v13/v13.0-2026-07-06-grill-with-docs-push-templates-audit.md	139	completion_claim	| 全局 | 行内分隔符 | ` | ` | ✅ 全部一致 | — |	| 全局 | 行内分隔符 | ` | ` | ✅ 全部一致 | — |							unverifiable	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:absence is not contradiction
E002325	docs/v13/v13.0-2026-07-06-grill-with-docs-push-templates-audit.md	140	completion_claim	| 全局 | 条件段 `[...]` | 整段省略 | ✅ 已用 `if let Some()` / `if !xxx.is_empty()` | — |	| 全局 | 条件段 `[...]` | 整段省略 | ✅ 已用 `if let Some()` / `if !xxx.is_empty()` | — |		src/agent/loop_runner.rs:242;src/agent/multi_agent/analysts.rs:44	src/bin/monitor/dryrun_report.rs:197;src/bin/monitor/dryrun_report.rs:358	src/agent/multi_agent/cost_board.rs:85;src/agent/multi_agent/cost_board.rs:95	src/bin/monitor/dryrun_report.rs:358;src/bin/monitor/main.rs:1183		partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E002326	docs/v13/v13.0-2026-07-06-grill-with-docs-push-templates-audit.md	141	feature	| 全局 | 第 1~2 行 banner | 交易建议类必带 | ⚠️ 盘后 R 系列不应带 | 修复见 §2 `requires_banner` |	| 全局 | 第 1~2 行 banner | 交易建议类必带 | ⚠️ 盘后 R 系列不应带 | 修复见 §2 `requires_banner` |		src/bin/monitor/notify.rs:294;src/bin/monitor/push_templates.rs:7159	src/bin/monitor/notify.rs:294;src/bin/monitor/push_templates.rs:7159	src/bin/monitor/notify.rs:294;src/bin/monitor/push_templates.rs:7159			partial	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E002327	docs/v13/v13.0-2026-07-06-grill-with-docs-push-templates-audit.md	142	feature	| 全局 | 末行"辅助建议,非下单指令" | 交易建议类必带 | ⚠️ T-01/T-02/R-02 缺末行 | 加末行 |	| 全局 | 末行"辅助建议,非下单指令" | 交易建议类必带 | ⚠️ T-01/T-02/R-02 缺末行 | 加末行 |		candidate:src/trading/mod.rs,src/trading/risk_adapter.rs,src/risk/limits.rs				2.6	unverifiable	low	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E002328	docs/v13/v13.0-2026-07-06-grill-with-docs-push-templates-audit.md	143	feature	| **T-01 账户模式** | 末行"辅助建议" | spec §14.0.1 第 6 条 | ❌ 缺 | 末行加 |	| **T-01 账户模式** | 末行"辅助建议" | spec §14.0.1 第 6 条 | ❌ 缺 | 末行加 |						2.9	unresolved	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E002329	docs/v13/v13.0-2026-07-06-grill-with-docs-push-templates-audit.md	144	feature	| **T-02 数据模式** | 末行"辅助建议" | spec §14.0.1 第 6 条 | ❌ 缺 | 末行加 |	| **T-02 数据模式** | 末行"辅助建议" | spec §14.0.1 第 6 条 | ❌ 缺 | 末行加 |						2.9	unresolved	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E002330	docs/v13/v13.0-2026-07-06-grill-with-docs-push-templates-audit.md	145	feature	| **R-02 盘面走向** | 末行"辅助建议" | spec §14.0.1 第 6 条 | ❌ 缺 | 末行加 |	| **R-02 盘面走向** | 末行"辅助建议" | spec §14.0.1 第 6 条 | ❌ 缺 | 末行加 |						2.9	unresolved	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E002331	docs/v13/v13.0-2026-07-06-grill-with-docs-push-templates-audit.md	146	feature	| **P-02 竞价热点量能** | 标题用 `TopN` vs spec 单票 | spec 单票 | ❌ 代码用 `Top{N}` | 标题改 + 去掉 TopN |	| **P-02 竞价热点量能** | 标题用 `TopN` vs spec 单票 | spec 单票 | ❌ 代码用 `Top{N}` | 标题改 + 去掉 TopN |						2.9	unresolved	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E002332	docs/v13/v13.0-2026-07-06-grill-with-docs-push-templates-audit.md	147	feature	| **I-08 换手率** | 标题" 盘中"后缀 | spec 无 | ⚠️ 多了" 盘中" | 删后缀 |	| **I-08 换手率** | 标题" 盘中"后缀 | spec 无 | ⚠️ 多了" 盘中" | 删后缀 |						2.9	unverifiable	low	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E002333	docs/v13/v13.0-2026-07-06-grill-with-docs-push-templates-audit.md	153	bug	### 🔴 高优先级（spec 与代码硬冲突 / 缺失）	🔴 高优先级（spec 与代码硬冲突 / 缺失）						2.2,2.9	unresolved	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E002334	docs/v13/v13.0-2026-07-06-grill-with-docs-push-templates-audit.md	155	bug	1. 7 个 v13 新增模板完全缺失（P-01/I-01/I-02/I-03/A-01/A-10/D-01）	7 个 v13 新增模板完全缺失（P-01/I-01/I-02/I-03/A-01/A-10/D-01）						2.2	unresolved	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E002335	docs/v13/v13.0-2026-07-06-grill-with-docs-push-templates-audit.md	156	bug	2. 6 个新规 v13.1 模板完全缺失（T-14~T-19）	6 个新规 v13.1 模板完全缺失（T-14~T-19）						2.2	unresolved	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E002336	docs/v13/v13.0-2026-07-06-grill-with-docs-push-templates-audit.md	157	feature	3. `PushKind::PaperTrade` `should_block_on_mode` 行为不符	`PushKind::PaperTrade` `should_block_on_mode` 行为不符		src/bin/monitor/daily_report_router.rs:3;src/bin/monitor/daily_report_router.rs:8;src/bin/monitor/main.rs:8729;src/bin/monitor/notify.rs:79;src/bin/monitor/push_templates.rs:5305;candidate:src/push_l4/dispatcher.rs	src/bin/monitor/daily_report_router.rs:3;src/bin/monitor/daily_report_router.rs:8;src/bin/monitor/main.rs:8729;src/bin/monitor/notify.rs:79	src/bin/monitor/daily_report_router.rs:3;src/bin/monitor/daily_report_router.rs:8;src/bin/monitor/main.rs:8729;src/bin/monitor/notify.rs:79	src/bin/monitor/notify.rs:438;src/bin/monitor/v14_adapter.rs:128	2.8	partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E002337	docs/v13/v13.0-2026-07-06-grill-with-docs-push-templates-audit.md	159	bug	5. `A-05 龙虎榜` 空 entries 兜底文案缺失	`A-05 龙虎榜` 空 entries 兜底文案缺失						2.2	unresolved	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E002338	docs/v13/v13.0-2026-07-06-grill-with-docs-push-templates-audit.md	161	bug	7. `PushKind::TurnoverTop` enum 缺失（仅 render 函数存在）	`PushKind::TurnoverTop` enum 缺失（仅 render 函数存在）		src/bin/monitor/daily_report_router.rs:3;src/bin/monitor/daily_report_router.rs:8;src/bin/monitor/main.rs:10017;src/bin/monitor/notify.rs:58;candidate:src/bin/monitor/push_templates.rs,src/push_l4/dispatcher.rs	src/bin/monitor/daily_report_router.rs:3;src/bin/monitor/daily_report_router.rs:8;src/bin/monitor/main.rs:10017;src/bin/monitor/notify.rs:58	src/bin/monitor/daily_report_router.rs:3;src/bin/monitor/daily_report_router.rs:8;src/bin/monitor/main.rs:10017;src/bin/monitor/notify.rs:58	src/bin/monitor/notify.rs:438;src/bin/monitor/v14_adapter.rs:128	2.2,2.8	partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E002339	docs/v13/v13.0-2026-07-06-grill-with-docs-push-templates-audit.md	190	completion_claim	| 已实现 render 函数 | "24" | 21 |	| 已实现 render 函数 | "24" | 21 |							unverifiable	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:absence is not contradiction
E002340	docs/v13/v13.0-2026-07-06-grill-with-docs-push-templates-audit.md	191	bug	| TurnoverTop | "已实现并接通 enum" | render 存在，enum 缺失 |	| TurnoverTop | "已实现并接通 enum" | render 存在，enum 缺失 |		src/bin/monitor/main.rs:10017;src/bin/monitor/notify.rs:58	src/bin/monitor/main.rs:10017;src/bin/monitor/notify.rs:58	src/bin/monitor/main.rs:10017;src/bin/monitor/notify.rs:58		2.2	unverifiable	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:absence is not contradiction
E002341	docs/v13/v13.0-2026-07-06-implement-push-templates.md	1	feature	# v13 推送模板实现计划	v13 推送模板实现计划		candidate:src/bin/monitor/notify.rs,src/bin/monitor/push_templates.rs,src/push_l4/dispatcher.rs					unverifiable	low	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E002342	docs/v13/v13.0-2026-07-06-implement-push-templates.md	3	todo_deferred	> **For agentic workers:** REQUIRED SUB-SKILL: Use superpowers:subagent-driven-development (recommended) or superpowers:executing-plans to implement this plan task-by-task. Steps use checkbox (`- [ ]`) syntax for tracking.	> **For agentic workers:** REQUIRED SUB-SKILL: Use superpowers:subagent-driven-development (recommended) or superpowers:executing-plans to implement this plan task-by-task. Steps use checkbox (`- [ ]`) syntax for tracking.							unresolved	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E002343	docs/v13/v13.0-2026-07-06-implement-push-templates.md	5	feature	**Goal:** 实现 v13 spec + 2026-07-06 新规的全部推送模板：7 个 v13 新增 + 6 个新规 v13.1 + 12 项现有 24 render 对齐 + 35 PushKind 治理元信息全表对齐。	*Goal:** 实现 v13 spec + 2026-07-06 新规的全部推送模板：7 个 v13 新增 + 6 个新规 v13.1 + 12 项现有 24 render 对齐 + 35 PushKind 治理元信息全表对齐。		src/bin/monitor/daily_report_router.rs:3;src/bin/monitor/daily_report_router.rs:8;candidate:src/bin/monitor/notify.rs,src/bin/monitor/push_templates.rs,src/push_l4/dispatcher.rs	src/bin/monitor/daily_report_router.rs:3;src/bin/monitor/daily_report_router.rs:8	src/bin/monitor/daily_report_router.rs:3;src/bin/monitor/daily_report_router.rs:8	src/bin/monitor/notify.rs:438;src/bin/monitor/v14_adapter.rs:128	2.8,2.9	partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E002344	docs/v13/v13.0-2026-07-06-implement-push-templates.md	7	feature	**Architecture:** 沿用 v19.x 既有架构——所有 render 函数置于 `src/bin/monitor/push_templates.rs`，PushKind 枚举与治理方法置于 `src/bin/monitor/notify.rs`，调用点置于 `src/bin/monitor/main.rs`。新增内部 `RenderCtx` trait 抽象 6 套样板（level/cooldown/banner/deprecated/counts_against_daily_budget）。	*Architecture:** 沿用 v19.x 既有架构——所有 render 函数置于 `src/bin/monitor/push_templates.rs`，PushKind 枚举与治理方法置于 `src/bin/monitor/notify.rs`，调用点置于 `src/bin/monitor/main.rs`。新增内部 `RenderCtx` trait 抽象 6 套样板（level/cooldown/banner/deprecated/counts_against_daily_budget）。		src/bin/monitor/push_templates.rs;src/bin/monitor/notify.rs;src/bin/monitor/main.rs;src/agent/multi_agent/cost_board.rs:14;src/auth/mod.rs:3;candidate:src/push_l4/dispatcher.rs	src/bin/monitor/push_templates.rs;src/bin/monitor/notify.rs;src/bin/monitor/main.rs;src/bin/monitor/dryrun_report.rs:81	src/agent/multi_agent/cost_board.rs:14;src/auth/operator.rs:3;src/bin/monitor/main.rs:81;src/bin/monitor/main.rs:759	src/auth/mod.rs:4;src/auth/operator.rs:4;src/bin/monitor/main.rs:1469	2.8	partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E002345	docs/v13/v13.0-2026-07-06-implement-push-templates.md	19	acceptance	## 🚨 紧急前置（必须先于任何代码 PR）	🚨 紧急前置（必须先于任何代码 PR）							unresolved	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E002346	docs/v13/v13.0-2026-07-06-implement-push-templates.md	21	bug	**新规 2026-07-06（今天）起施行**，Phase 0 任务**不需 PR 流程**，但必须**在 Phase 1 之前完成**——否则现有持仓风险计算基于旧阈值（5%）。	*新规 2026-07-06（今天）起施行**，Phase 0 任务**不需 PR 流程**，但必须**在 Phase 1 之前完成**——否则现有持仓风险计算基于旧阈值（5%）。						2.9	unverifiable	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:absence is not contradiction
E002347	docs/v13/v13.0-2026-07-06-implement-push-templates.md	35	bug	| 错误处理 | render 入口只接受已校验数据，校验在调用点完成；render 内不做 IO |	| 错误处理 | render 入口只接受已校验数据，校验在调用点完成；render 内不做 IO |							unverifiable	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:absence is not contradiction
E002348	docs/v13/v13.0-2026-07-06-implement-push-templates.md	50	feature	| `src/bin/monitor/push_templates.rs` | 3545 | render 函数 + Params + tests | +13 render, +13 Params, +175 治理断言, +43 render 用例, +12 对齐修复 |	| `src/bin/monitor/push_templates.rs` | 3545 | render 函数 + Params + tests | +13 render, +13 Params, +175 治理断言, +43 render 用例, +12 对齐修复 |		src/bin/monitor/push_templates.rs;src/agent/multi_agent/cost_board.rs:14;src/auth/mod.rs:3;src/bin/monitor/main.rs:81;src/bin/monitor/main.rs:759	src/bin/monitor/push_templates.rs;src/bin/monitor/dryrun_report.rs:81;src/bin/monitor/e2e_test.rs:5;src/bin/monitor/main.rs:81	src/agent/multi_agent/cost_board.rs:14;src/auth/operator.rs:3;src/bin/monitor/main.rs:81;src/bin/monitor/main.rs:759	src/auth/mod.rs:4;src/auth/operator.rs:4;src/bin/monitor/main.rs:1469	2.8	partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E002349	docs/v13/v13.0-2026-07-06-implement-push-templates.md	58	feature	### 新增文件	新增文件							unverifiable	low	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E002350	docs/v13/v13.0-2026-07-06-implement-push-templates.md	69	feature	| 1 | 1.1 | #1 | feat(v13): PreopenNewsHot + IntradayMarket + NewsCatalyst | P0 |	| 1 | 1.1 | #1 | feat(v13): PreopenNewsHot + IntradayMarket + NewsCatalyst | P0 |		src/bin/monitor/main.rs:6678;src/bin/monitor/notify.rs:97;src/bin/monitor/main.rs:6130;src/bin/monitor/main.rs:6146;src/bin/monitor/e2e_test.rs:58;candidate:src/monitor/news_monitor.rs,src/news/aggregator/mod.rs	src/bin/monitor/main.rs:6678;src/bin/monitor/notify.rs:97;src/bin/monitor/main.rs:6130;src/bin/monitor/main.rs:6146	src/bin/monitor/main.rs:6678;src/bin/monitor/notify.rs:97;src/bin/monitor/main.rs:6130;src/bin/monitor/main.rs:6146	src/bin/monitor/push_templates.rs:5481		partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E002351	docs/v13/v13.0-2026-07-06-implement-push-templates.md	70	feature	| 1 | 1.2 | #2 | feat(v13): NewsToIdea | P0 |	| 1 | 1.2 | #2 | feat(v13): NewsToIdea | P0 |		src/bin/monitor/main.rs:6388;src/bin/monitor/main.rs:9641;candidate:src/monitor/news_monitor.rs,src/news/aggregator/mod.rs	src/bin/monitor/main.rs:6388;src/bin/monitor/main.rs:9641	src/bin/monitor/main.rs:6388;src/bin/monitor/main.rs:9641			partial	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E002352	docs/v13/v13.0-2026-07-06-implement-push-templates.md	71	feature	| 1 | 1.3 | #3 | feat(v13): CatalystReview | P0 |	| 1 | 1.3 | #3 | feat(v13): CatalystReview | P0 |		src/bin/monitor/main.rs:6788;src/bin/monitor/notify.rs:109	src/bin/monitor/main.rs:6788;src/bin/monitor/notify.rs:109	src/bin/monitor/main.rs:6788;src/bin/monitor/notify.rs:109			partial	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E002353	docs/v13/v13.0-2026-07-06-implement-push-templates.md	72	feature	| 1 | 1.4 | #4 | feat(v13): IndustryChainIntraday (审计多发现) | P0 |	| 1 | 1.4 | #4 | feat(v13): IndustryChainIntraday (审计多发现) | P0 |		src/bin/monitor/notify.rs:112;src/bin/monitor/notify.rs:271;candidate:src/monitor/alert_log.rs,src/push_l7/analytics.rs,src/opportunity/chain_mapper.rs	src/bin/monitor/notify.rs:112;src/bin/monitor/notify.rs:271	src/bin/monitor/notify.rs:112;src/bin/monitor/notify.rs:271		2.7	partial	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E002354	docs/v13/v13.0-2026-07-06-implement-push-templates.md	73	feature	| 1 | 1.5 | #5 | feat(v13): PaperReview (前置 T-11) | P1 |	| 1 | 1.5 | #5 | feat(v13): PaperReview (前置 T-11) | P1 |		src/bin/monitor/notify.rs:126;src/bin/monitor/notify.rs:276	src/bin/monitor/notify.rs:126;src/bin/monitor/notify.rs:276	src/bin/monitor/notify.rs:126;src/bin/monitor/notify.rs:276			partial	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E002355	docs/v13/v13.0-2026-07-06-implement-push-templates.md	74	feature	| 2 | 2.1 | #6 | feat(v13.1): PostFixedPriceOrder/Fill | P0 |	| 2 | 2.1 | #6 | feat(v13.1): PostFixedPriceOrder/Fill | P0 |		src/bin/monitor/l6_sink.rs:341;src/bin/monitor/notify.rs:115	src/bin/monitor/l6_sink.rs:341;src/bin/monitor/notify.rs:115	src/bin/monitor/l6_sink.rs:341;src/bin/monitor/notify.rs:115			partial	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E002356	docs/v13/v13.0-2026-07-06-implement-push-templates.md	75	feature	| 2 | 2.2 | #7 | feat(v13.1): StPriceLimitChanged | P0 |	| 2 | 2.2 | #7 | feat(v13.1): StPriceLimitChanged | P0 |		src/bin/monitor/notify.rs:119;src/bin/monitor/notify.rs:203	src/bin/monitor/notify.rs:119;src/bin/monitor/notify.rs:203	src/bin/monitor/notify.rs:119;src/bin/monitor/notify.rs:203			partial	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
